id;namaPerusahaan;nomorRekanan;pic;alamat;contact;fax;email;jatuhTempo;keterangan;id_status;id_sanksi;date_created;dateUpdate;dateDelete
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
